Time(ns),Utilization(%)
7469268,84.44
7469973,84.27
7484453,84.32
7495106,84.51
7509493,84.56
7524220,84.60
7536246,84.60
7550695,84.64
7561514,84.79
7577435,84.84
7588556,84.87
7600090,84.96
7601063,84.82
7612592,84.90
7623359,84.98
7624147,84.86
7625119,84.56
7636632,84.71
7648558,84.76
7663431,84.81
7664281,84.63
7664947,84.46
7679555,84.50
7694355,84.55
7695156,84.33
7706290,84.36
7707274,84.07
7708049,83.82
7708863,83.47
7720947,83.58
7737110,83.64
7748608,83.67
7760396,83.81
7771363,84.01
7782625,84.20
7783400,84.15
7797921,84.18
7798772,83.91
7799527,83.61
7811061,83.77
7822276,83.96
7823155,83.69
7823802,83.34
7824529,83.02
7835967,83.17
7848367,83.27
7863752,83.32
7864540,83.00
7875857,83.21
7888871,83.21
7889843,82.91
7901907,83.01
7902972,82.78
7917968,82.83
7930012,82.91
7930845,82.76
7942743,82.76
7943683,82.55
7944447,82.25
7945254,81.92
7956841,81.92
7968155,82.13
7982988,82.19
7994519,82.38
7995270,82.16
8007511,82.29
8019756,82.35
8031095,82.45
8042681,82.61
8043518,82.47
8059829,82.52
8075170,82.57
8089722,82.62
8104357,82.66
8105174,82.39
8120037,82.45
8120999,82.29
8121714,82.11
8136876,82.16
8149094,82.22
8164069,82.28
8180357,82.33
8191369,82.52
8192147,82.40
8192899,82.10
8207542,82.15
8222419,82.21
8234813,82.27
8235650,82.06
8246777,82.29
8247758,82.29
8261009,82.37
8273158,82.52
8285535,82.63
8286439,82.43
8299546,82.47
8311612,82.49
8328049,82.54
8328860,82.51
8344274,82.56
8345200,82.50
8345988,82.48
8358197,82.48
8369965,82.62
8385625,82.66
8398965,82.77
8411631,82.84
8423375,82.98
8438327,83.03
8449777,83.17
8461933,83.28
8474064,83.35
8490635,83.40
8491482,83.14
8504090,83.18
8516209,83.18
8531317,83.23
8544138,83.29
8559442,83.33
8572026,83.35
8587197,83.39
8588018,83.27
8599985,83.36
8611124,83.51
8611930,83.44
8623037,83.60
8635913,83.61
8636805,83.29
8648275,83.53
8649117,83.37
8650026,83.09
8662693,83.29
8681082,83.33
8693587,83.34
8694503,83.20
8706737,83.25
8722343,83.30
8737632,83.33
8753246,83.37
8754108,83.14
8769753,83.19
8770557,83.00
8784059,83.22
8796750,83.28
8812279,83.32
8824643,83.32
8839700,83.36
8840651,83.06
8852821,83.23
8868229,83.26
8884048,83.30
8896238,83.30
8909210,83.42
8910269,83.29
8911010,83.27
8923774,83.35
8924637,83.18
8938608,83.19
8939452,82.90
8940182,82.72
8952920,82.80
8968683,82.85
8984780,82.90
8997613,82.99
9009698,83.15
9022741,83.18
9038262,83.22
9054183,83.26
9055075,83.20
9055777,83.04
9069483,83.05
9082750,83.14
9096904,83.21
9109739,83.33
9110584,83.29
9126636,83.33
9139826,83.39
9155732,83.43
9168761,83.43
9184635,83.46
9185576,83.16
9198279,83.37
9199164,83.10
9212092,83.19
9224168,83.32
9239925,83.37
9253889,83.50
9266448,83.51
9267215,83.28
9279724,83.47
9292456,83.55
9293251,83.31
9306235,83.39
9307051,83.37
9323020,83.41
9323872,83.40
9337371,83.50
9353416,83.53
9366767,83.65
9367560,83.35
9368296,83.31
9380574,83.59
9381354,83.35
9393730,83.56
9394645,83.42
9407374,83.51
9419934,83.61
9420833,83.32
9421512,83.32
9435235,83.51
9448901,83.56
9465585,83.58
9480419,83.63
9496721,83.66
9497569,83.46
9513706,83.49
9526419,83.64
9542788,83.66
9543538,83.39
9556230,83.56
9572472,83.60
9587635,83.63
9588427,83.46
9604618,83.50
9605431,83.37
9618766,83.49
9632216,83.50
9645174,83.51
9661355,83.55
9680744,83.60
9698197,83.64
9711036,83.65
9724609,83.76
9738113,83.76
9752582,83.88
9753429,83.73
9766031,83.87
9783296,83.90
9800209,83.92
9813894,84.00
9814751,83.85
9815440,83.62
9816270,83.51
9832920,83.55
9833776,83.46
9847045,83.63
9847827,83.35
9848636,83.19
9861805,83.34
9862602,83.08
9875479,83.28
9876431,83.12
9877236,82.98
9878045,82.89
9891276,83.03
9908075,83.06
9922239,83.25
9934822,83.38
9949064,83.44
9962473,83.51
9979208,83.55
9980189,83.45
9997324,83.50
9998120,83.49
10012467,83.50
10013437,83.47
10030258,83.52
10043670,83.62
10044552,83.55
10045308,83.54
10061747,83.59
10080412,83.61
10097207,83.64
10098210,83.34
10112128,83.44
10128380,83.48
10129319,83.29
10142233,83.45
10155459,83.59
10156212,83.54
10157136,83.39
10157880,83.32
10158588,83.23
10159293,83.16
10172326,83.29
10189419,83.33
10203802,83.35
10220110,83.38
10221099,83.36
10233942,83.50
10248439,83.63
10265014,83.66
10279797,83.66
10297814,83.70
10312261,83.76
10327604,83.77
10328410,83.61
10345413,83.64
10346301,83.60
10361152,83.64
10378415,83.68
10395727,83.73
10396547,83.63
10397461,83.51
10415767,83.55
10432767,83.59
10446196,83.76
10459676,83.87
10473625,83.89
10488116,83.93
10505675,83.97
10523027,84.00
10537060,84.11
10537959,83.83
10538787,83.55
10539532,83.34
10553145,83.54
10567837,83.62
10568689,83.44
10569397,83.35
10570187,83.11
10571010,82.82
10585550,83.06
10600699,83.12
10601728,83.08
10618802,83.13
10619701,83.04
10633212,83.21
10634144,82.98
10634991,82.75
10635738,82.55
10649540,82.69
10664378,82.77
10665235,82.77
10681449,82.78
10699750,82.82
10700703,82.75
10719275,82.78
10733981,82.92
10748302,82.98
10767173,83.03
10784738,83.07
10802951,83.10
10821013,83.13
10821930,83.12
10835735,83.30
10836513,83.06
10851244,83.15
10866071,83.22
10881699,83.26
10899966,83.30
10918045,83.34
10933454,83.49
10948097,83.58
10962772,83.64
10980347,83.67
10998224,83.71
10999320,83.70
11000093,83.62
11018341,83.65
11019243,83.42
11019987,83.28
11034750,83.37
11049471,83.42
11067079,83.44
11081739,83.50
11101437,83.53
11117535,83.63
11118522,83.35
11119221,83.27
11134014,83.53
11151751,83.57
11152633,83.36
11167438,83.47
11182776,83.50
11200599,83.54
11218958,83.58
11237135,83.62
11251666,83.74
11252526,83.68
11267398,83.71
11268357,83.63
11287564,83.68
11305912,83.70
11324498,83.74
11339198,83.82
11354274,83.87
11369945,83.88
11388117,83.91
11389006,83.80
11407317,83.84
11408298,83.75
11423231,83.88
11424021,83.88
11443368,83.91
11461748,83.95
11480162,83.99
11498590,84.02
11499617,83.87
11517138,83.88
11533078,84.03
11551609,84.07
11567916,84.15
11586318,84.19
11587194,84.05
11607415,84.08
11623051,84.19
11641826,84.22
11642933,84.07
11659504,84.09
11676519,84.24
11677358,83.98
11693032,84.19
11693906,84.00
11713383,84.04
11714441,83.76
11731406,83.77
11746648,84.00
11766031,84.03
11766966,83.81
11783788,83.84
11799338,83.96
11816600,84.06
11832757,84.14
11833751,84.13
11852906,84.16
11872126,84.20
11888244,84.28
11904730,84.31
11905590,84.16
11906519,84.09
11922804,84.23
11943215,84.26
11944117,84.19
11944873,84.14
11964010,84.18
11980662,84.19
11981571,84.02
11997130,84.18
12017867,84.21
12037722,84.24
12038651,84.01
12054427,84.21
12055364,84.00
12056074,83.88
12072380,83.90
12073213,83.67
12073968,83.63
12089619,83.78
12105836,83.89
12121527,84.01
12122403,83.89
12138227,84.02
12158271,84.05
12174729,84.06
12194214,84.09
12215701,84.12
12216643,84.04
12233043,84.15
12252656,84.17
12253497,84.05
12254355,83.98
12255211,83.73
12272570,83.80
12289581,83.83
12290655,83.82
12291391,83.76
12307116,83.89
12327483,83.93
12346288,83.98
12366114,84.03
12383620,84.08
12404646,84.10
12421699,84.14
12441531,84.16
12458284,84.23
12474867,84.28
12475667,84.14
12476395,83.97
12492442,84.10
12493341,83.96
12509463,84.00
12525438,84.05
12542272,84.15
12543088,83.98
12559335,84.10
12579210,84.14
12580137,84.03
12597425,84.04
12613588,84.06
12634951,84.10
12635922,84.09
12656514,84.11
12675727,84.18
12676587,83.95
12693197,84.18
12713411,84.20
12714274,83.97
12736345,84.01
12758388,84.05
12775616,84.24
12792873,84.31
12810230,84.37
12832000,84.39
12852640,84.42
12873111,84.46
12893612,84.49
12912668,84.53
12933216,84.56
12951371,84.60
12971642,84.64
12993689,84.67
12994531,84.56
13011929,84.62
13030067,84.64
13031136,84.62
13031908,84.59
13032679,84.44
13050784,84.51
13068076,84.56
13088982,84.60
13110104,84.63
13111091,84.54
13129134,84.60
13148648,84.70
13167396,84.73
13168408,84.57
13189219,84.60
13190085,84.49
13190995,84.30
13209638,84.39
13229306,84.46
13247214,84.54
13267931,84.57
13268814,84.45
13289957,84.48
13311153,84.50
13312031,84.34
13329931,84.40
13351111,84.43
13351999,84.19
13352722,84.15
13353623,84.12
13372976,84.12
13390603,84.24
13411567,84.27
13431289,84.34
13452927,84.37
13472586,84.38
13491040,84.42
13492053,84.28
13510638,84.28
13528088,84.38
13547978,84.43
13548806,84.23
13568745,84.26
13597704,84.41
13616736,84.43
13617671,84.28
13639182,84.32
13659597,84.33
13680373,84.43
13681338,84.39
13682112,84.15
13701039,84.20
13719610,84.29
13720444,84.10
13738262,84.19
13760577,84.23
13782112,84.26
13803956,84.28
13804777,84.21
13826329,84.25
13845266,84.27
